date,total_infected,total_recovered,total_deaths,active_cases,infected,new_hospitalized,hospitalized,hospitalized_without_release,hard_status,medium_status,easy_status,respirated,deaths,total_beds,standard_occupancy,num_visits,patients_home,patients_hotel,recovered,test_results,positive_test_results,test_results_virus_diagnosis,percent_positive_change_percent,doubling_rate_days,critical_status
2020-10-02 00:00:00+00:00,262212,184632,1675,75905,7059,223,1829,1658,848,295,665,193,25,3321,0.5507377295995182,4620,68962,5009,5637,62164,7059,59832,-3.27223520728257,-20.83418678241086,251
2020-10-03 00:00:00+00:00,264806,188158,1713,74935,2594,187,1805,1721,843,329,620,206,38,3321,0.5435109906654622,4016,67956,4982,3526,25144,2594,23507,-8.363220144982842,-7.936424030423138,260
2020-10-04 00:00:00+00:00,267744,196336,1750,69658,2938,260,1956,1712,897,355,677,209,37,3321,0.5889792231255646,5635,62991,4679,8178,26459,2938,24843,-1.324006994753935,-52.00488603289659,264
2020-10-05 00:00:00+00:00,273465,203356,1777,68332,5721,212,1913,1732,870,338,676,209,27,3321,0.5760313158687143,5184,61737,4587,7020,52215,5721,49707,12.8326300984529,5.741044181893997,270
2020-10-06 00:00:00+00:00,278189,209834,1822,66533,4724,217,1918,1669,853,354,674,210,45,3321,0.5775368864799759,5320,59817,4771,6478,47046,4724,44741,-0.6681292381332304,-103.3975157056515,272
2020-10-07 00:00:00+00:00,282353,214769,1848,65736,4164,216,1864,1693,848,331,657,217,26,3321,0.5612767238783499,5362,58740,5027,4935,49232,4164,46505,-12.33309908643711,-5.266044621167719,281
2020-10-08 00:00:00+00:00,286108,219611,1895,64602,3755,181,1833,1596,840,338,638,218,47,3321,0.5519421860885275,5532,57365,5365,4842,49820,3755,47187,-11.3799026624678,-5.73742611598456,283
2020-10-09 00:00:00+00:00,289071,224755,1935,62381,2963,182,1740,1603,832,294,586,218,40,3321,0.5239385727190605,5091,54833,5669,5144,37349,2963,35207,-13.23211112905831,-4.883602576041582,271
2020-10-10 00:00:00+00:00,289987,228591,1970,59426,916,150,1723,1656,812,296,589,218,35,3321,0.5188196326407708,4445,52105,5389,3836,13467,916,12295,-6.247440336572474,-10.744599116074,277
2020-10-11 00:00:00+00:00,291633,236231,2016,53386,1646,245,1859,1631,810,322,702,216,46,3321,0.5597711532670883,6337,46472,5007,7640,23119,1646,21289,-5.130852626980653,-13.15977974694432,276
2020-10-12 00:00:00+00:00,294802,241788,2046,50968,3169,187,1788,1578,801,307,669,211,30,3321,0.5383920505871725,5332,44460,4654,5557,47366,3169,44326,-10.68274101050692,-6.135378959227501,275
2020-10-13 00:00:00+00:00,297138,247573,2084,47481,2336,134,1677,1486,764,276,624,224,38,3321,0.5049683830171635,4708,41038,4681,5785,45319,2336,42427,-11.19182640483667,-5.839906045382573,285
2020-10-14 00:00:00+00:00,299256,253453,2119,43684,2118,151,1604,1412,726,252,615,215,35,3321,0.4829870520927432,4944,37673,4323,5880,41182,2118,38665,-10.79740355691593,-6.066400714793693,268
2020-10-15 00:00:00+00:00,300868,258918,2150,39800,1612,146,1534,1338,700,238,571,204,31,3321,0.4619090635350798,5400,34113,4073,5465,37651,1612,35522,-12.678222800686282,-5.112824648014892,267
2020-10-16 00:00:00+00:00,302368,262428,2186,37754,1500,106,1418,1303,659,226,512,218,36,3321,0.4269798253538091,4409,32555,3620,3510,34745,1500,32943,-9.911924119241178,-6.640461973236594,262
2020-10-17 00:00:00+00:00,302780,264954,2218,35608,412,71,1351,1304,647,189,505,220,32,3321,0.4068051791629028,3956,30691,3337,2526,14994,412,14218,-3.790328645559149,-17.93845256940389,257
2020-10-18 00:00:00+00:00,303704,269922,2251,31531,924,133,1400,1235,659,218,480,224,33,3321,0.4215597711532671,6466,27046,2974,4968,27531,924,26034,-5.643711404674445,-11.93183266555139,240
2020-10-19 00:00:00+00:00,305221,272294,2283,30644,1517,125,1334,1202,642,192,464,226,32,3321,0.4016862390846131,5422,26832,2334,2372,41854,1517,39808,-13.68569298318284,-4.709685963324427,256
2020-10-20 00:00:00+00:00,306414,274119,2303,29992,1193,106,1290,1172,626,180,451,226,20,3321,0.3884372177055104,5283,26458,2086,1825,42544,1193,40542,-10.97034264324791,-5.965089025717865,265
2020-10-21 00:00:00+00:00,307586,277292,2328,27966,1172,95,1254,1137,605,181,439,224,25,3321,0.3775971093044264,5236,24497,2056,3173,43454,1172,41442,-10.198361362656321,-6.443866776990983,258
2020-10-22 00:00:00+00:00,308618,280449,2357,25812,1032,77,1184,1067,588,177,396,213,29,3321,0.356519120746763,5545,22890,1579,3157,35305,1032,33721,-6.962785114045622,-9.604285643952968,244
2020-10-23 00:00:00+00:00,309467,282908,2383,24176,849,80,1124,1049,559,168,377,207,26,3321,0.338452273411623,4487,22851,0,2459,30511,849,29273,-8.399999999999997,-7.900111210934942,233
2020-10-24 00:00:00+00:00,309713,284224,2410,23079,246,86,1106,1085,538,158,377,202,27,3321,0.333032219211081,4169,21718,0,1316,6661,246,6311,-2.338357515142975,-29.29454062416571,232
2020-10-25 00:00:00+00:00,310319,286935,2445,20939,606,80,1129,1006,510,164,421,190,35,3321,0.3399578440228847,5821,18763,894,2711,21807,606,20717,-4.5867589787970555,-14.76263076906899,236
2020-10-26 00:00:00+00:00,311203,288246,2473,20484,884,76,1050,940,492,144,387,199,28,3321,0.3161698283649503,5486,18471,797,1311,41012,884,39306,-9.569160997732428,-6.891169670880857,227
2020-10-27 00:00:00+00:00,312090,289213,2501,20376,887,71,981,904,476,143,339,191,28,3321,0.2953929539295393,5505,18548,648,967,41724,887,40148,-5.115346038114332,-13.20074138035204,214
2020-10-28 00:00:00+00:00,312813,290519,2511,19783,723,67,961,884,463,138,343,188,10,3321,0.2893706714844926,5516,17965,658,1306,35097,723,33877,-7.9105003523608275,-8.411035170098923,211
2020-10-29 00:00:00+00:00,313457,291966,2530,18961,644,53,924,813,445,125,331,185,19,3321,0.2782294489611563,5602,17330,542,1447,37604,644,36349,-7.4229959823990725,-8.986807539547364,202
2020-10-30 00:00:00+00:00,314137,293029,2542,18566,680,52,853,790,428,110,293,183,12,3321,0.2568503462812406,1099,17029,471,1063,32646,680,31715,-3.4924571192395235,-19.49835061588857,197
2020-10-31 00:00:00+00:00,314365,293826,2567,17972,228,53,823,814,409,110,297,171,25,3321,0.2478169226136706,692,16467,415,797,8028,228,7714,-0.3854389721627438,-179.4863885199284,184
2020-11-01 00:00:00+00:00,315023,295354,2586,17083,658,66,863,776,396,129,315,167,19,3321,0.2598614875037639,5622,15659,372,1528,22644,658,21849,1.117798796216674,62.3559446608247,186
2020-11-02 00:00:00+00:00,315811,296271,2601,16939,788,54,820,761,399,107,289,169,15,3321,0.2469135802469136,5445,15582,320,917,35816,788,34498,-2.040816326530603,-33.61644724886456,198
2020-11-03 00:00:00+00:00,316656,297002,2627,17027,845,62,793,724,380,111,284,163,26,3321,0.2387834989461006,5362,15734,293,731,41558,845,40194,-0.911458333333337,-75.70104532748711,186
2020-11-04 00:00:00+00:00,317425,297637,2643,17145,769,58,768,711,354,109,283,150,16,3321,0.2312556458897922,4854,15872,286,635,39793,769,38691,1.007446342531759,69.1483864582271,179
2020-11-05 00:00:00+00:00,317995,298480,2657,16858,570,61,760,695,332,111,302,149,14,3321,0.2288467329117736,5150,15598,289,843,35369,570,34467,-1.604509973980917,-42.85242178238669,174
2020-11-06 00:00:00+00:00,318686,299375,2673,16638,691,56,736,695,318,108,300,135,16,3321,0.2216199939777176,4261,15428,239,895,31589,691,30729,0.2423975319524097,286.3011524164044,156
2020-11-07 00:00:00+00:00,318898,300063,2681,16154,212,33,722,701,325,102,284,142,8,3321,0.2174043962661849,3958,14962,215,688,8344,212,8077,-0.3517256539898983,-196.7236306598639,157
2020-11-08 00:00:00+00:00,319432,300747,2688,15997,534,59,758,711,336,106,298,141,7,3321,0.2282445046672689,6109,14807,203,684,22114,534,21486,-2.735495257004184,-24.99082569904939,165
2020-11-09 00:00:00+00:00,320151,301673,2694,15784,719,57,760,706,332,103,309,136,6,3321,0.2288467329117736,5525,14651,151,926,35226,719,34388,-1.564980721251985,-43.94361557369459,161
2020-11-10 00:00:00+00:00,320826,302010,2704,16112,675,45,746,676,307,113,313,131,10,3321,0.2246311352002409,5381,15006,154,337,41657,675,40543,-3.9170506912442495,-17.34675817457204,150
2020-11-11 00:00:00+00:00,321590,303103,2711,15776,764,55,724,662,308,111,286,135,7,3321,0.2180066245106896,5446,14682,156,1093,40487,764,39518,-0.1199040767385973,-577.7381056958534,153
2020-11-12 00:00:00+00:00,322426,304315,2723,15388,836,56,707,648,302,108,277,129,12,3321,0.2128876844323999,5753,14315,149,1212,40338,836,39326,6.386554621848739,11.19622340401095,142
2020-11-13 00:00:00+00:00,323187,305051,2728,15408,761,44,686,660,291,111,274,122,5,3321,0.2065642878651009,5134,14324,148,736,35792,761,35032,1.579778830963674,44.2218847402396,140
2020-11-14 00:00:00+00:00,323478,305476,2740,15262,291,56,704,687,291,114,291,122,12,3321,0.2119843420656429,4727,14153,146,425,12933,291,12655,1.755165518773616,39.83740982840519,139
2020-11-15 00:00:00+00:00,324103,306452,2749,14902,625,70,750,677,307,112,316,123,9,3321,0.2258355916892502,6666,13802,147,976,23801,625,23302,1.986899563318767,35.23130625973817,144
2020-11-16 00:00:00+00:00,324976,307118,2757,15101,873,65,737,677,318,92,307,115,8,3321,0.2219211080999699,6090,14024,124,666,49239,873,47861,3.2969385570541743,21.36866411499965,137
2020-11-17 00:00:00+00:00,325805,307700,2769,15336,829,55,718,659,318,95,293,123,12,3321,0.2161999397771756,6333,14259,142,582,56769,829,55454,3.191709844559587,22.06187016503795,137
2020-11-18 00:00:00+00:00,326600,308503,2776,15321,795,60,713,667,315,91,291,122,7,3321,0.2146943691659139,6107,14230,148,803,46677,795,45642,0.6226149829282823,111.6745961014575,139
2020-11-19 00:00:00+00:00,327371,309257,2784,15330,771,78,737,676,321,88,306,120,8,3321,0.2219211080999699,6632,14227,151,754,56265,771,55163,-1.297405189620748,-53.07832401433655,137
2020-11-20 00:00:00+00:00,328145,309936,2790,15419,774,55,724,690,316,83,298,120,6,3321,0.2180066245106896,4905,14302,151,679,44100,774,43224,0.2628918099089939,264.0089456195406,142
2020-11-21 00:00:00+00:00,328567,310387,2802,15378,422,47,722,694,310,95,305,115,12,3321,0.2174043962661849,4335,14249,159,451,15893,422,15605,2.642194433239209,26.57883609445858,134
2020-11-22 00:00:00+00:00,329329,311397,2818,15114,762,53,734,655,306,98,311,113,16,3321,0.2210177657332129,6867,14033,150,1010,35011,762,34314,2.692080958931031,26.09267421432538,130
2020-11-23 00:00:00+00:00,330288,312053,2825,15410,959,63,712,639,289,92,316,110,7,3321,0.2143932550436616,6442,14356,139,656,53670,959,52499,1.64561806352852,42.46641178004162,123
2020-11-24 00:00:00+00:00,331145,312597,2831,15717,857,49,686,619,281,85,298,108,6,3321,0.2065642878651009,6153,14688,134,544,60000,857,58726,0.5271084337349352,131.8461921750912,126
2020-11-25 00:00:00+00:00,332224,313448,2836,15940,1079,81,698,651,293,80,306,108,5,3321,0.2101776573321289,4618,14850,163,851,61037,1079,59641,5.318352059925102,13.37670014975348,121
2020-11-26 00:00:00+00:00,333311,314383,2845,16083,1087,67,705,637,281,83,311,108,9,3321,0.2122854561878952,4893,15039,131,935,54563,1087,53376,5.618776671408243,12.67968112775621,114
2020-11-27 00:00:00+00:00,334342,315078,2852,16412,1031,37,663,620,278,74,297,107,7,3321,0.1996386630532972,4726,15374,142,695,48852,1031,47971,4.326599326599334,16.3647272794604,114
2020-11-28 00:00:00+00:00,334924,315501,2861,16562,582,48,664,642,267,83,298,99,9,3321,0.1999397771755495,4434,15496,148,423,17528,582,17182,2.581894465063739,27.19155791014263,108
2020-11-29 00:00:00+00:00,335948,316611,2871,16466,1024,84,719,638,275,86,335,95,10,3321,0.2165010538994279,6905,15398,154,1110,40461,1024,39522,4.121440931256881,17.16231949506998,106
2020-11-30 00:00:00+00:00,337201,317350,2878,16973,1253,98,727,650,272,85,340,88,7,3321,0.2189099668774465,6253,15899,148,739,58850,1253,57534,4.44175857380269,15.94930549264106,105
2020-12-01 00:00:00+00:00,338400,318053,2888,17459,1199,94,732,666,277,87,345,81,10,3321,0.2204155374887082,6506,16354,163,703,65295,1199,63980,4.947200925791973,14.35468060079706,99
2020-12-02 00:00:00+00:00,339988,318899,2893,18196,1588,83,743,681,291,104,331,85,5,3321,0.2237277928334839,6181,17077,162,846,72832,1588,71286,7.0158511371468,10.22238765920961,100
2020-12-03 00:00:00+00:00,341440,320338,2903,18199,1452,92,760,684,308,98,328,83,10,3321,0.2288467329117736,6392,17057,182,1439,65499,1452,64183,4.701184956208127,15.08801516627806,106
2020-12-04 00:00:00+00:00,342954,321206,2913,18835,1514,101,781,708,324,94,340,93,10,3321,0.2351701294790726,5318,17652,199,868,61640,1514,60403,5.941690244802556,12.00906472299992,114
2020-12-05 00:00:00+00:00,343954,321806,2923,19225,1000,79,779,742,331,89,340,86,10,3321,0.2345679012345679,4540,18004,203,600,25875,1000,25369,4.853692522062247,14.62465782045446,108
2020-12-06 00:00:00+00:00,345316,323212,2931,19173,1362,83,815,723,343,88,362,83,8,3321,0.2454080096356519,6940,17969,205,1406,42928,1362,42066,3.7430786267995453,18.86255470313267,115
2020-12-07 00:00:00+00:00,347175,324123,2938,20114,1859,89,808,730,335,102,351,84,7,3321,0.2433002107798856,6419,18919,189,911,67667,1859,66092,6.468830059777986,11.05813928634968,113
2020-12-08 00:00:00+00:00,348943,325020,2950,20973,1768,96,812,733,326,116,348,89,12,3321,0.2445046672688949,6183,19747,217,897,70495,1768,69158,5.7048325646681395,12.49354478948142,116
2020-12-09 00:00:00+00:00,350809,326057,2964,21788,1866,106,826,744,322,115,367,90,14,3321,0.2487202649804276,6125,20510,258,1037,75469,1866,73870,2.636820639286741,26.63230307676949,112
2020-12-10 00:00:00+00:00,352814,327499,2977,22338,2005,109,845,756,319,128,371,94,13,3321,0.2544414333032219,6428,21052,254,1442,77818,2005,76338,5.110433416504945,13.9070684321246,110
2020-12-11 00:00:00+00:00,354649,328650,2989,23010,1835,107,853,789,338,110,380,98,12,3321,0.2568503462812406,5141,21677,268,1151,77210,1835,75688,2.822226129769656,24.90526517329086,113
2020-12-12 00:00:00+00:00,355946,329573,3005,23368,1297,87,861,825,343,124,378,101,16,3321,0.2592592592592592,4486,21978,289,923,44860,1297,43994,2.5395468148781584,27.63925390014703,119
2020-12-13 00:00:00+00:00,357675,331496,3014,23165,1729,129,947,858,378,137,403,99,9,3321,0.28515507377296,6992,21731,300,1923,51475,1729,50515,3.060373582388265,22.99393589878437,116
2020-12-14 00:00:00+00:00,359990,332764,3025,24201,2315,145,993,887,386,153,408,95,11,3321,0.2990063233965673,6590,22692,346,1268,73698,2315,72213,3.6896189012056055,19.13089748086252,120
2020-12-15 00:00:00+00:00,362881,333971,3037,25873,2891,135,1011,906,388,170,419,98,12,3321,0.3044263775971093,6032,24294,397,1207,83973,2891,82318,8.763168162309798,8.251500360854823,118
2020-12-16 00:00:00+00:00,365733,335602,3051,27080,2852,122,1017,924,403,177,403,101,14,3321,0.3062330623306233,5646,25419,461,1631,84130,2852,82479,7.074185679437517,10.1408868042413,126
2020-12-17 00:00:00+00:00,368579,337560,3068,27951,2846,143,1060,967,430,160,412,105,17,3321,0.3191809695874737,5900,26219,489,1958,80669,2846,79124,5.63521844009649,12.64367885424235,130
2020-12-18 00:00:00+00:00,371371,339128,3084,29159,2792,130,1078,982,451,149,447,103,16,3321,0.3246010237880156,5128,27360,541,1568,76772,2792,75421,6.070409134157928,11.76162872834983,130
2020-12-19 00:00:00+00:00,373258,340216,3103,29939,1887,132,1094,1044,467,148,448,112,19,3321,0.329418849744053,4713,28049,570,1088,62141,1887,60969,3.52828609018061,19.99000659516314,146
2020-12-20 00:00:00+00:00,376351,342808,3122,30421,3093,152,1188,1068,471,186,489,108,19,3321,0.3577235772357724,7157,28522,555,2592,73443,3093,72078,7.878927911275402,9.139674287082991,148
2020-12-21 00:00:00+00:00,380200,344380,3138,32682,3849,143,1212,1101,489,201,480,105,16,3321,0.3649503161698284,6374,30757,548,1572,95596,3849,93785,8.213750267723285,8.780877999475774,154
2020-12-22 00:00:00+00:00,384575,346010,3151,35414,4375,176,1260,1137,510,177,521,111,13,3321,0.3794037940379404,5896,33401,600,1630,95327,4375,93497,7.342899554675908,9.782174075185521,147
2020-12-23 00:00:00+00:00,388610,348050,3176,37384,4035,162,1303,1174,513,205,525,115,25,3321,0.3923517012947907,5726,35241,693,2040,99562,4035,97752,5.453120678528634,13.05452531289108,147
2020-12-24 00:00:00+00:00,392662,350934,3191,38537,4052,152,1316,1190,531,213,527,123,15,3321,0.3962661848840711,5775,36336,735,2884,102717,4052,100776,5.271670236482051,13.49213695417407,153
2020-12-25 00:00:00+00:00,396672,353347,3211,40114,4010,194,1342,1249,557,199,518,136,20,3321,0.4040951520626318,5012,37831,758,2413,87038,4010,85367,5.057509446497521,14.04903053807091,175
2020-12-26 00:00:00+00:00,399331,355171,3234,40926,2659,154,1382,1320,578,206,549,130,23,3321,0.4161397169527251,4391,38610,720,1824,64929,2659,63690,3.051262795936927,23.06156911818979,169
2020-12-27 00:00:00+00:00,402859,359411,3255,40193,3528,197,1505,1325,615,241,573,148,21,3321,0.4531767539897621,6569,37921,671,4240,72925,3528,71639,1.668392590035661,41.89142574928754,187
2020-12-28 00:00:00+00:00,408378,361907,3288,43183,5519,185,1477,1307,617,210,586,147,33,3321,0.4447455585666968,5919,40948,652,2496,100039,5519,98110,6.2999849102157945,11.34540737894076,188
2020-12-29 00:00:00+00:00,414016,364316,3314,46386,5638,201,1498,1349,639,198,608,158,26,3321,0.4510689551339958,5866,44055,706,2409,99629,5638,97893,4.482220171765206,15.80841252409312,203
2020-12-30 00:00:00+00:00,419884,368053,3330,48501,5868,186,1521,1383,662,209,596,157,16,3321,0.4579945799457995,5936,46105,737,3737,103391,5868,101572,6.226011344723337,11.476170759565,207
2020-12-31 00:00:00+00:00,425759,372337,3366,50056,5875,221,1564,1415,706,197,595,167,36,3321,0.4709424872026498,5789,47620,745,4284,103598,5875,101899,5.829123233356781,12.234406491394,220
2021-01-01 00:00:00+00:00,431782,375827,3401,52554,6023,220,1602,1497,732,200,624,164,35,3321,0.4823848238482385,5342,50020,761,3490,101219,6023,99384,6.0821222467293055,11.73963237954867,226
2021-01-02 00:00:00+00:00,436000,377884,3428,54688,4218,167,1621,1551,747,226,625,178,27,3321,0.4881059921710328,4783,52005,856,2057,77160,4218,75952,4.4403303902022415,15.95432553752641,222
2021-01-03 00:00:00+00:00,441230,383491,3453,54286,5230,279,1831,1623,803,268,708,190,25,3321,0.5513399578440229,7009,51518,869,5607,79938,5230,78476,4.641522812184684,15.27756871652209,259
2021-01-04 00:00:00+00:00,449636,386614,3491,59531,8406,267,1859,1669,830,279,682,199,38,3321,0.5597711532670883,6210,56783,803,3123,111655,8406,109576,7.523911287170004,9.55497479186017,261
2021-01-05 00:00:00+00:00,457873,389600,3515,64758,8237,276,1930,1725,879,275,722,214,24,3321,0.5811502559470039,6129,61774,983,2986,116533,8237,114436,6.299384361820737,11.34645660948503,279
2021-01-06 00:00:00+00:00,465751,394425,3559,67767,7878,278,1980,1792,924,267,718,218,44,3321,0.5962059620596206,5934,64485,1214,4825,122921,7878,120579,4.583076817839804,15.46804292012861,280
2021-01-07 00:00:00+00:00,473396,400334,3607,69455,7645,265,2009,1818,931,279,744,221,48,3321,0.6049382716049383,6129,66105,1256,5909,117947,7645,115694,3.858983582968145,18.3062971222171,283
2021-01-08 00:00:00+00:00,481558,405215,3653,72690,8162,261,2095,1950,949,294,766,219,46,3321,0.630834086118639,4958,69071,1393,4881,116983,8162,114673,4.490207191888662,15.78090063754789,297
2021-01-09 00:00:00+00:00,486716,408323,3674,74719,5158,228,2111,2026,1006,290,745,231,21,3321,0.6356519120746763,4737,70958,1459,3108,80259,5158,78551,1.888460302153638,37.04984833360491,295
2021-01-10 00:00:00+00:00,493653,416761,3718,73174,6937,319,2295,2033,1081,328,785,239,44,3321,0.6910569105691057,7228,69430,1435,8438,96441,6937,94499,3.365801719378503,20.93848244202743,307
2021-01-11 00:00:00+00:00,503365,421653,3747,77965,9712,287,2295,2063,1091,320,795,259,29,3321,0.6910569105691057,6909,74127,1499,4892,126326,9712,123570,2.491272914560394,28.16816496777973,320
2021-01-12 00:00:00+00:00,512661,426263,3803,82595,9296,274,2306,2092,1091,320,810,252,56,3321,0.6943691659138813,6643,78665,1562,4610,120995,9296,118216,1.9710026242811152,35.51268400848989,319
2021-01-13 00:00:00+00:00,522132,434350,3860,83922,9471,285,2306,2119,1103,339,777,261,57,3321,0.6943691659138813,6435,79437,2090,8087,122324,9471,119410,2.907571000949116,24.18430774699524,322
2021-01-14 00:00:00+00:00,531428,443657,3919,83852,9296,285,2323,2099,1146,334,772,264,59,3321,0.699488105992171,6395,79489,1988,9307,124893,9296,121896,2.928291445699793,24.0156097816563,336
2021-01-15 00:00:00+00:00,539856,451726,3971,84159,8428,285,2341,2169,1172,302,806,265,52,3321,0.7049081601927131,4005,80064,1650,8069,102023,8428,99577,0.45836779707746356,151.5670507183662,329
2021-01-16 00:00:00+00:00,544943,456021,4019,84903,5087,236,2388,2289,1196,303,838,263,48,3321,0.7190605239385727,3627,80827,1511,4295,71754,5087,70225,-0.12178805447871091,-568.7955297134562,322
2021-01-17 00:00:00+00:00,550592,467070,4077,79445,5649,346,2568,2247,1198,363,907,274,58,3321,0.7732610659439928,6657,75316,1606,11049,64475,5649,62725,-2.2120322187301418,-30.98744560102308,344
2021-01-18 00:00:00+00:00,560708,473325,4124,83259,10116,273,2486,2205,1188,345,881,273,47,3321,0.7485697079193014,5901,79190,1588,6255,102019,10116,99160,0.7095312527441777,98.03702488430861,348
2021-01-19 00:00:00+00:00,569331,478915,4168,86248,8623,283,2449,2188,1194,339,818,289,44,3321,0.7374284853959651,5692,82252,1532,5590,96080,8623,93300,-1.173639328252807,-58.71238604845272,367
2021-01-20 00:00:00+00:00,577694,487798,4222,85674,8363,259,2387,2152,1183,336,793,293,54,3321,0.7187594098163204,5372,81605,1641,8883,93421,8363,90656,-1.9551791071113382,-35.10413670730839,375
2021-01-21 00:00:00+00:00,584965,497938,4271,82756,7271,262,2343,2071,1173,330,770,306,49,3321,0.7055103884372177,5979,78779,1630,10140,82623,7271,80150,-3.6445772290414347,-18.66987140258133,395
2021-01-22 00:00:00+00:00,592353,506511,4337,81505,7388,257,2278,2103,1168,313,754,315,66,3321,0.6859379704908161,5128,77549,1577,8573,86036,7388,83470,-1.9425817658815352,-35.33404387821771,405
2021-01-23 00:00:00+00:00,594802,510721,4389,79692,2449,220,2242,2136,1187,297,714,302,52,3321,0.675097862089732,4603,75793,1487,4210,30999,2449,30122,-5.025049050421937,-13.44428758934013,411
2021-01-24 00:00:00+00:00,599747,521441,4468,73838,4945,285,2365,2097,1190,327,799,323,79,3321,0.7121348991267691,6754,70000,1465,10720,54454,4945,52783,-1.411981788643979,-48.74298181887713,401
2021-01-25 00:00:00+00:00,608476,527179,4529,76768,8729,249,2311,2049,1197,309,755,231,61,3321,0.695874736525143,6178,73077,1366,5738,91649,8729,88564,-2.8216865018818043,-24.21676927568796,395
2021-01-26 00:00:00+00:00,616274,532365,4582,79327,7798,263,2244,2015,1200,269,726,302,53,3321,0.6757000903342367,5891,75634,1402,5186,83579,7798,80938,-1.727097638586506,-39.78606193236667,406
2021-01-27 00:00:00+00:00,624000,541193,4644,78163,7726,236,2190,1988,1162,271,699,298,62,3321,0.6594399277326106,5885,74448,1451,8828,86097,7726,83302,-1.356964829687068,-50.73334068093104,400
2021-01-28 00:00:00+00:00,631183,550575,4692,75916,7183,235,2188,1993,1184,254,698,319,48,3321,0.658837699488106,6064,72299,1348,9382,78520,7183,76118,-0.1900401675808738,-364.3905136134534,407
2021-01-29 00:00:00+00:00,637939,558186,4736,75017,6756,207,2160,1998,1160,246,702,317,44,3321,0.6504065040650406,4560,71414,1329,7611,74372,6756,71952,-1.3674326020165268,-50.34230893609541,422
2021-01-30 00:00:00+00:00,640561,561774,4774,74013,2622,166,2111,2036,1152,227,686,300,38,3321,0.6356519120746763,4231,70416,1285,3588,26881,2622,26092,0.3795024788312063,182.9926401891105,392
2021-01-31 00:00:00+00:00,645786,571970,4825,68991,5225,267,2254,2001,1145,269,757,301,51,3321,0.67871123155676,6877,65534,1180,10196,55055,5225,53276,0.6119014838610992,113.6237992023325,400
2021-02-01 00:00:00+00:00,654695,577168,4872,72655,8909,272,2242,2026,1142,270,753,308,47,3321,0.675097862089732,6377,69274,1079,5198,93112,8909,89775,0.3909728708269,177.6341428947689,406
2021-02-02 00:00:00+00:00,662705,581616,4933,76156,8010,249,2227,1993,1110,317,719,311,61,3321,0.670581150255947,6520,72709,1178,4448,88877,8010,85811,0.4586858218481593,151.4622032974158,417
2021-02-03 00:00:00+00:00,670152,589898,4990,75264,7447,247,2167,1932,1134,295,664,321,57,3321,0.652514302920807,6408,71785,1271,8282,86392,7447,83439,-0.6008916456677671,-115.0061848713525,404
2021-02-04 00:00:00+00:00,677392,598117,5039,74236,7240,225,2134,1873,1115,275,636,326,49,3321,0.64257753688648,6351,70822,1265,8219,84652,7240,81610,0.1235049401976163,561.5768299652314,394
2021-02-05 00:00:00+00:00,683975,605422,5072,73481,6583,209,2029,1868,1127,237,595,333,33,3321,0.610960554049985,5197,70118,1219,7305,84141,6583,81622,-0.3743859421324935,-184.7956263194792,400
2021-02-06 00:00:00+00:00,686632,608496,5125,73011,2657,201,2016,1940,1129,228,602,324,53,3321,0.6070460704607046,4907,69634,1161,3074,29031,2657,28157,0.07602745677295353,912.0529183849412,408
2021-02-07 00:00:00+00:00,691228,618319,5169,67740,4596,250,2161,1902,1147,281,641,324,44,3321,0.650707618187293,7227,64477,1085,9823,54009,4596,52077,-1.365284018145907,-50.42208189221579,412
2021-02-08 00:00:00+00:00,699066,623382,5199,70485,7838,237,2017,1775,1127,295,520,306,30,3321,0.6073471845829569,6342,67419,1015,5063,91351,7838,88147,-2.35685049073544,-29.06194061036122,409
2021-02-09 00:00:00+00:00,705231,628327,5241,71663,6165,183,1886,1653,1070,282,453,307,42,3321,0.5679012345679012,6538,68675,1059,4945,81706,6165,78897,-4.158121295440709,-16.32069337467189,391
2021-02-10 00:00:00+00:00,710907,636648,5274,68985,5676,229,1846,1627,1050,263,459,307,33,3321,0.5558566696778079,6387,65944,1138,8321,77548,5676,74853,-4.164511122607351,-16.29511230071651,391
2021-02-11 00:00:00+00:00,715915,645493,5305,65117,5008,198,1797,1579,1013,247,464,309,31,3321,0.5411020776874436,6659,62190,1072,8845,76493,5008,73975,-5.476628634523362,-12.30663082512076,377
2021-02-12 00:00:00+00:00,720553,652787,5345,62421,4638,173,1705,1565,971,240,439,300,40,3321,0.5133995784402289,5373,59585,995,7294,67414,4638,65305,-5.048931806972468,-13.37902462889776,366
2021-02-13 00:00:00+00:00,722441,656223,5374,60844,1888,156,1689,1622,982,223,433,304,29,3321,0.5085817524841915,4930,57992,954,3436,24927,1888,24127,-2.10235660779704,-32.62220894782669,379
2021-02-14 00:00:00+00:00,725924,665932,5411,54581,3483,209,1801,1574,1023,247,453,304,37,3321,0.5423065341764529,7406,51856,875,9709,47472,3483,45761,-3.108157167192605,-21.95250771617369,367
2021-02-15 00:00:00+00:00,731111,670837,5427,54847,5187,202,1781,1562,1013,239,443,290,16,3321,0.5362842517314061,6669,52243,766,4905,70970,5187,68410,-7.640650219045419,-8.720670757867186,379
2021-02-16 00:00:00+00:00,735679,674619,5470,55590,4568,186,1698,1530,959,228,465,287,43,3321,0.5112917795844625,6508,53011,773,3782,74146,4568,71523,-4.9836167888906315,-13.55899052672034,358
