date,total_infected,total_recovered,total_deaths,active_cases,infected,new_hospitalized,hospitalized,hospitalized_without_release,hard_status,medium_status,easy_status,respirated,deaths,total_beds,standard_occupancy,num_visits,patients_home,patients_hotel,recovered,test_results,positive_test_results,test_results_virus_diagnosis,percent_positive_change_percent,doubling_rate_days,critical_status
2021-02-17 00:00:00+00:00,739796,681191,5497,53108,4117,174,1740,1572,971,241,464,302,27,3321,0.5239385727190605,5384,50433,827,6572,64449,4117,62242,-5.120204939569096,-13.18787960060242,366
2021-02-18 00:00:00+00:00,743127,688751,5531,48845,3331,149,1683,1454,934,221,460,288,34,3321,0.5067750677506775,6024,46336,779,7560,52616,3331,50935,-5.804977673162792,-11.59053809904808,346
2021-02-19 00:00:00+00:00,746911,694702,5553,46656,3784,139,1616,1504,886,228,436,291,22,3321,0.4866004215597712,5098,44148,728,5951,62683,3784,61080,-3.138321328825522,-21.73814325937775,353
2021-02-20 00:00:00+00:00,748165,698138,5578,44449,1254,130,1515,1470,841,204,429,281,25,3321,0.4561878952122855,4714,42047,656,3436,19604,1254,19023,-2.405341831701957,-28.4690127822778,335
2021-02-21 00:00:00+00:00,751273,705635,5602,40036,3108,172,1610,1356,828,238,465,275,24,3321,0.4847937368262572,7273,37783,621,7497,50260,3108,48716,-1.457782615456382,-47.20062636051591,333
2021-02-22 00:00:00+00:00,756080,709369,5618,41093,4807,171,1623,1439,854,260,446,267,16,3321,0.4887082204155375,6544,38793,585,3734,70476,4807,68077,-1.499072941733404,-45.89094311665761,328
2021-02-23 00:00:00+00:00,760524,712520,5648,42356,4444,176,1537,1361,824,218,417,258,30,3321,0.4628124059018368,6463,40142,577,3151,74407,4444,71819,-0.4966158035964563,-139.2272674789814,311
2021-02-24 00:00:00+00:00,764890,717815,5673,41402,4366,161,1478,1275,818,193,387,256,25,3321,0.4450466726889491,6552,39202,649,5295,76197,4366,73752,1.002213725095591,69.50761082864045,305
2021-02-25 00:00:00+00:00,768687,722744,5695,40248,3797,153,1441,1284,802,202,364,250,22,3321,0.4339054501656128,6653,38039,649,4929,70097,3797,67960,1.857017613772216,37.67133770805394,301
2021-02-26 00:00:00+00:00,772377,726493,5717,40167,3690,145,1381,1296,777,187,353,243,22,3321,0.4158386028304728,5747,37946,649,3749,64308,3690,62711,-0.3677621283255106,-188.1302554533472,301
